idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고,instance_type,instance_vcpu,instance_hourly_rate,compute_cost_usd,storage_cost_usd,total_cost_usd
326,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,DMR_ANALYSIS,CPG_ISLAND,cgh_lh,2025.12.03,1.0,2.0,0.1,1.0,4.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0085,4.340277777777778e-08,0.008500043402777779
327,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.0.1,DMR_ANALYSIS,DMR_ANALYSIS,R,4.4.2,4.0,243.0,1.3,1.0,560.0,이신석,2 sample 기준,r6i.8xlarge,32.0,2.016,2.6208,7.899305555555557e-05,2.6208789930555554
328,Methylation Chip,EPICarray v1/v2 DMR 분석,Methylation array QC / DMR 분석,Illumina iScan,inhouse,1.0.1,QC,EXPERIMENT_QC,R,4.4.2,1.0,11.0,0.2,1.0,1.0,이신석,96 sample 기준,c6i.2xlarge,8.0,0.34,0.068,2.170138888888889e-08,0.0680000217013889
329,Methylation Chip,EPICarray v1/v2 DMR 분석,Methylation array QC / DMR 분석,Illumina iScan,inhouse,1.0.1,QC,DATA_QC,R,4.4.2,1.0,130.0,2.5,1.0,22000.0,이신석,300 sample 기준,c6i.24xlarge,96.0,4.08,10.2,0.005967881944444445,10.205967881944444
330,Methylation Chip,EPICarray v1/v2 DMR 분석,Methylation array QC / DMR 분석,Illumina iScan,inhouse,1.0.1,QC,AGE_PREDICTION,R,4.4.2,20.0,14.0,0.6,1.0,1.0,이신석,300 sample 기준,c6i.8xlarge,32.0,1.36,0.8160000000000001,6.510416666666667e-08,0.8160000651041667
331,Methylation Chip,EPICarray v1/v2 DMR 분석,Methylation array QC / DMR 분석,Illumina iScan,inhouse,1.0.1,DMR_ANALYSIS,DMR_ANALYSIS,R,4.4.2,1.0,40.0,0.4,1.0,43.0,이신석,300 sample 기준,c6i.8xlarge,32.0,1.36,0.544,1.8663194444444444e-06,0.5440018663194445
332,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,DEV_MICROBIAL_ANALYSIS,EVALUATE_KINETICS,python3,3.9.6,1.0,1.0,0.1,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
333,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,DEV_MICROBIAL_ANALYSIS,MAKE_REFERENCE,dataset,0.15.1,1.0,1.0,0.1,1.0,5.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,5.4253472222222225e-08,0.008500054253472222
334,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,PREPARE_INPUT,DATASET_FILTER,python3,3.9.6,1.0,1.0,0.1,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
335,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,PB_BASEMODS_HIFI,CCS_KINETICS_BYSTRANDIFY,ccs-kinetics-bystrandify,3.4.0,1.0,1.0,0.1,1.0,14000.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,0.00015190972222222222,0.008651909722222222
336,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,PB_BASEMODS_HIFI,MAPPING,pbmm2,1.16.0,32.0,3.0,0.1,1.0,14000.0,이신석,"WGS, 100x 기준",c6i.8xlarge,32.0,1.36,0.136,0.00015190972222222222,0.13615190972222224
337,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,PB_BASEMODS_HIFI,MAPPING_STATS,python3,3.9.6,1.0,1.0,0.1,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
338,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,SPLIT_ALIGNMENTS,dataset,0.15.1,1.0,1.0,0.1,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
339,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,COVERAGE_REPORTS,SUMMARIZE_COVERAGE,summarize-coverage,0.0.1,1.0,1.0,0.1,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
340,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,COVERAGE_REPORTS,GC_COVERAGE_PLOT,python3,3.9.6,1.0,1.0,0.1,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
341,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,COVERAGE_REPORTS,PBREPORTS_COVERAGE,python3,3.9.6,1.0,1.0,0.1,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
342,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,IPDSUMMARY,ipdsummary,3.0,32.0,8.0,0.2,1.0,608.0,이신석,"WGS, 100x 기준",c6i.8xlarge,32.0,1.36,0.272,1.3194444444444446e-05,0.27201319444444444
343,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,GATHER_BIGWIG,python3,3.9.6,1.0,1.0,0.1,1.0,34.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,3.6892361111111116e-07,0.008500368923611112
344,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,GATHER_BASEMODS_CSV,python3,3.9.6,1.0,1.0,0.1,1.0,530.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,5.7508680555555555e-06,0.008505750868055556
345,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,GATHER_BASEMODS_GFF,python3,3.9.6,1.0,1.0,0.1,1.0,43.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,4.665798611111111e-07,0.008500466579861112
346,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,MODIFICATIONS_REPORT,python3,3.9.6,1.0,2.0,0.1,1.0,2.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,2.170138888888889e-08,0.00850002170138889
347,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,FIND_MOTIFS,pbmotifmaker,1.1.0,1.0,1.0,0.2,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.017,2.170138888888889e-08,0.01700002170138889
348,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,REPROCESS_MOTIFS,pbmotifmaker,1.1.0,1.0,1.0,0.1,1.0,43.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,4.665798611111111e-07,0.008500466579861112
349,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,smrtlink,25.2,WF_BASEMODS,MOTIFS_REPORT,python3,3.9.6,1.0,3.0,0.1,1.0,5.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,5.4253472222222225e-08,0.008500054253472222
350,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,inhouse,1.0.1,PLOTS,R_SUMMARY,R,4.4.2,1.0,2.0,0.2,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.017,2.170138888888889e-08,0.01700002170138889
351,Whole Genome Sequencing ,Long read microbial genome 분석,Long read 6mA / 4mC - microbial genome only,Pacbio Revio,inhouse,1.0.1,PLOTS,R_PLOTS,R,4.4.2,1.0,1.0,0.1,1.0,1.0,이신석,"WGS, 100x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
